query,symbol
54579,UGT1A5
54578,UGT1A6
54577,UGT1A7
54576,UGT1A8
54600,UGT1A9
10941,UGT2A1
574537,UGT2A2
79799,UGT2A3
7365,UGT2B10
10720,UGT2B11
7366,UGT2B15
7367,UGT2B17
54490,UGT2B28
7363,UGT2B4
7364,UGT2B7
133688,UGT3A1
167127,UGT3A2
7368,UGT8
127933,UHMK1
29128,UHRF1
115426,UHRF2
200772,UICLM
51720,UIMC1
80329,ULBP1
80328,ULBP2
79465,ULBP3
8408,ULK1
9706,ULK2
25989,ULK3
54986,ULK4
89838,ULK4P1
100288380,ULK4P2
89837,ULK4P3
729852,UMAD1
7369,UMOD
89766,UMODL1
150147,UMODL1-AS1
7372,UMPS
9094,UNC119
84747,UNC119B
23025,UNC13A
10497,UNC13B
440279,UNC13C
201294,UNC13D
55898,UNC45A
146862,UNC45B
25972,UNC50
90249,UNC5A
219699,UNC5B
728978,UNC5B-AS1
8633,UNC5C
222643,UNC5CL
137970,UNC5D
57578,UNC79
285175,UNC80
54346,UNC93A
81622,UNC93B1
340260,UNCX
7374,UNG
85451,UNK
64718,UNKL
391051,UOX
51733,UPB1
5976,UPF1
26019,UPF2
65110,UPF3A
65109,UPF3B
11045,UPK1A
100862728,UPK1A-AS1
7348,UPK1B
7379,UPK2
7380,UPK3A
100134938,UPK3BL1
7378,UPP1
151531,UPP2
139596,UPRT
55245,UQCC1
84300,UQCC2
790955,UQCC3
283951,UQCC4
440957,UQCC5
728568,UQCC6
29796,UQCR10
10975,UQCR11
7381,UQCRB
101927039,UQCRB-AS1
442454,UQCRBP1
7384,UQCRC1
7385,UQCRC2
7386,UQCRFS1
7388,UQCRH
440567,UQCRHL
27089,UQCRQ
646625,URAD
100130015,URAHP
9875,URB1
84996,URB1-AS1
9816,URB2
55665,URGCP
100534592,URGCP-MRPS24
8725,URI1
81605,URM1
131669,UROC1
7389,UROD
7390,UROS
79650,USB1
55850,USE1
7391,USF1
7392,USF2
205717,USF3
10083,USH1C
124590,USH1G
7399,USH2A
102723833,USH2A-AS2
83878,USHBP1
8615,USO1
7398,USP1
9100,USP10
8237,USP11
219333,USP12
100874070,USP12-AS1
100874071,USP12-DT
8975,USP13
9097,USP14
9958,USP15
10600,USP16
401447,USP17L1
100287144,USP17L10
100287178,USP17L11
100287205,USP17L12
100287238,USP17L13
100288520,USP17L15
100287327,USP17L17
100287364,USP17L18
100287404,USP17L19
377630,USP17L2
100287441,USP17L20
100287478,USP17L21
100287513,USP17L22
728369,USP17L24
728373,USP17L25
728379,USP17L26
728393,USP17L27
728400,USP17L28
728405,USP17L29
645836,USP17L3
728419,USP17L30
645402,USP17L4
728386,USP17L5
391622,USP17L6P
392197,USP17L7
392188,USP17L8
391627,USP17L9P
11274,USP18
10869,USP19
9099,USP2
100499227,USP2-AS1
10868,USP20
27005,USP21
23326,USP22
23358,USP24
29761,USP25
83844,USP26
389856,USP27X
158572,USP27X-DT
57646,USP28
57663,USP29
9960,USP3
100130855,USP3-AS1
84749,USP30
100131733,USP30-AS1
57478,USP31
84669,USP32
162632,USP32P1
220594,USP32P2
23032,USP33
9736,USP34
57558,USP35
57602,USP36
57695,USP37
84640,USP38
10713,USP39
7375,USP4
55230,USP40
373856,USP41P
84132,USP42
124739,USP43
84101,USP44
85015,USP45
64854,USP46
643783,USP46-DT
55031,USP47
84196,USP48
25862,USP49
8078,USP5
373509,USP50
158880,USP51
54532,USP53
159195,USP54
9098,USP6
9712,USP6NL
7874,USP7
9101,USP8
8239,USP9X
8287,USP9Y
10208,USPL1
10090,UST
100128176,UST-AS1
8433,UTF1
51118,UTP11
10813,UTP14A
9724,UTP14C
84135,UTP15
51096,UTP18
27340,UTP20
84294,UTP23
27042,UTP25
57050,UTP3
84916,UTP4
55813,UTP6
7402,UTRN
10911,UTS2
257313,UTS2B
2837,UTS2R
7404,UTY
7405,UVRAG
100506113,UVRAG-DT
57654,UVSSA
80146,UXS1
8409,UXT
100133957,UXT-AS1
55697,VAC14
100130894,VAC14-AS1
6843,VAMP1
6844,VAMP2
9341,VAMP3
8674,VAMP4
10791,VAMP5
6845,VAMP7
8673,VAMP8
81839,VANGL1
57216,VANGL2
9218,VAPA
9217,VAPB
7407,VARS1
57176,VARS2
22846,VASH1
100506603,VASH1-AS1
79805,VASH2
114990,VASN
7408,VASP
10493,VAT1
57687,VAT1L
7409,VAV1
7410,VAV2
10451,VAV3
100873946,VAV3-AS1
11023,VAX1
25806,VAX2
7411,VBP1
7412,VCAM1
1462,VCAN
84923,VCF1
90736,VCF2
7414,VCL
7415,VCP
80124,VCPIP1
79609,VCPKMT
26609,VCX
51480,VCX2
51481,VCX3A
425054,VCX3B
9084,VCY
353513,VCY1B
7416,VDAC1
7417,VDAC2
7419,VDAC3
7421,VDR
7422,VEGFA
7423,VEGFB
7424,VEGFC
2277,VEGFD
27287,VENTX
139538,VENTXP1
391518,VENTXP7
79674,VEPH1
7716,VEZF1
55591,VEZT
7425,VGF
51442,VGLL1
245806,VGLL2
389136,VGLL3
9686,VGLL4
7428,VHL
391104,VHLL
7429,VIL1
50853,VILL
7431,VIM
100507347,VIM-AS1
7432,VIP
63894,VIPAS39
7433,VIPR1
100874007,VIPR1-AS1
7434,VIPR2
25962,VIRMA
101926977,VIRMA-DT
5212,VIT
79001,VKORC1
154807,VKORC1L1
7436,VLDLR
401491,VLDLR-AS1
203547,VMA21
400673,VMAC
284013,VMO1
81671,VMP1
57191,VN1R1
387316,VN1R10P
317701,VN1R2
317703,VN1R4
317705,VN1R5
8876,VNN1
8875,VNN2
55350,VNN3P
81552,VOPP1
7441,VPREB1
29802,VPREB3
55823,VPS11
23230,VPS13A
100286938,VPS13A-AS1
157680,VPS13B
54832,VPS13C
101928907,VPS13C-DT
55187,VPS13D
64601,VPS16
57617,VPS18
84313,VPS25
9559,VPS26A
112936,VPS26B
10311,VPS26C
51160,VPS28
51699,VPS29
65082,VPS33A
26276,VPS33B
101926911,VPS33B-DT
55737,VPS35
57020,VPS35L
51028,VPS36
137492,VPS37A
79720,VPS37B
55048,VPS37C
155382,VPS37D
23339,VPS39
27072,VPS41
11311,VPS45
27183,VPS4A
9525,VPS4B
55610,VPS50
738,VPS51
6293,VPS52
55275,VPS53
51542,VPS54
6944,VPS72
23355,VPS8
9605,VPS9D1
100128881,VPS9D1-AS1
7443,VRK1
7444,VRK2
51231,VRK3
55237,VRTN
340547,VSIG1
54621,VSIG10
147645,VSIG10L
338667,VSIG10L2
23584,VSIG2
11326,VSIG4
391123,VSIG8
64115,VSIR
7447,VSNL1
284415,VSTM1
222008,VSTM2A
285878,VSTM2A-OT1
342865,VSTM2B
284395,VSTM2B-DT
128434,VSTM2L
196740,VSTM4
387804,VSTM5
30813,VSX1
338917,VSX2
51534,VTA1
79679,VTCN1
143187,VTI1A
10490,VTI1B
7448,VTN
56664,VTRNA1-1
56663,VTRNA1-2
56662,VTRNA1-3
100126299,VTRNA2-1
64856,VWA1
340706,VWA2
146177,VWA3A
200403,VWA3B
4013,VWA5A
127731,VWA5B1
90113,VWA5B2
80737,VWA7
23078,VWA8
100507240,VWA8-AS1
375567,VWC2
402117,VWC2L
100885780,VWC2L-IT1
220001,VWCE
221806,VWDE
7450,VWF
254778,VXN
51322,WAC
220906,WAC-AS1
100130476,WAKMAR2
23063,WAPL
7453,WARS1
10352,WARS2
101929147,WARS2-AS1
7454,WAS
8936,WASF1
10163,WASF2
10810,WASF3
375260,WASH2P
374666,WASH3P
375690,WASH5P
653635,WASH7P
100288778,WASH8P
100996442,WASH9P
100287171,WASHC1
387680,WASHC2A
253725,WASHC2C
51019,WASHC3
23325,WASHC4
9897,WASHC5
100132169,WASIR2
8976,WASL
23559,WBP1
51729,WBP11
441818,WBP11P1
54838,WBP1L
23558,WBP2
164684,WBP2NL
11193,WBP4
80304,WDCP
57590,WDFY1
115825,WDFY2
23001,WDFY3
404201,WDFY3-AS2
57705,WDFY4
11169,WDHD1
51057,WDPCP
9948,WDR1
55717,WDR11
283089,WDR11-DT
55759,WDR12
64743,WDR13
116966,WDR17
57418,WDR18
57728,WDR19
91833,WDR20
84219,WDR24
79446,WDR25
80232,WDR26
253769,WDR27
10885,WDR3
114987,WDR31
55339,WDR33
57539,WDR35
101928222,WDR35-DT
134430,WDR36
22884,WDR37
401551,WDR38
10785,WDR4
55255,WDR41
23160,WDR43
54521,WDR44
11152,WDR45
56270,WDR45B
9277,WDR46
22911,WDR47
57599,WDR48
151790,WDR49
11091,WDR5
348793,WDR53
84058,WDR54
54853,WDR55
79726,WDR59
54554,WDR5B
102723582,WDR5B-DT
11180,WDR6
284403,WDR62
128025,WDR64
23335,WDR7
55100,WDR70
256764,WDR72
84942,WDR73
54663,WDR74
84128,WDR75
79968,WDR76
79084,WDR77
124997,WDR81
80335,WDR82
84292,WDR83
51398,WDR83OS
349136,WDR86
100131176,WDR86-AS1
83889,WDR87
100631378,WDR87BP
126248,WDR88
112840,WDR89
197335,WDR90
29062,WDR91
56964,WDR93
340390,WDR97
151525,WDSUB1
23038,WDTC1
7465,WEE1
494551,WEE2
285962,WEE2-AS1
58189,WFDC1
140832,WFDC10A
280664,WFDC10B
259239,WFDC11
128488,WFDC12
164237,WFDC13
10406,WFDC2
645638,WFDC21P
140686,WFDC3
149708,WFDC5
140870,WFDC6
90199,WFDC8
259240,WFDC9
117166,WFIKKN1
124857,WFIKKN2
7466,WFS1
123720,WHAMM
100288615,WHAMMP1
440253,WHAMMP2
339005,WHAMMP3
25861,WHRN
11197,WIF1
7456,WIPF1
147179,WIPF2
644150,WIPF3
55062,WIPI1
26100,WIPI2
58525,WIZ
79971,WLS
65125,WNK1
65268,WNK2
65267,WNK3
65266,WNK4
7471,WNT1
80326,WNT10A
7480,WNT10B
7481,WNT11
51384,WNT16
7472,WNT2
7482,WNT2B
89780,WNT3A
54361,WNT4
7474,WNT5A
81029,WNT5B
7475,WNT6
7476,WNT7A
7477,WNT7B
7478,WNT8A
7479,WNT8B
7483,WNT9A
7484,WNT9B
55135,WRAP53
49856,WRAP73
7486,WRN
56897,WRNIP1
26118,WSB1
55884,WSB2
23302,WSCD1
9671,WSCD2
7490,WT1
51352,WT1-AS
9589,WTAP
100288077,WTAPP1
126374,WTIP
23286,WWC1
80014,WWC2
101928734,WWC2-AS1
152641,WWC2-AS2
55841,WWC3
51741,WWOX
102724047,WWOX-AS1
11059,WWP1
11060,WWP2
25937,WWTR1
100128025,WWTR1-AS1
56949,XAB2
54739,XAF1
139629,XAGE-4
653220,XAGE1A
653067,XAGE1B
9502,XAGE2
170626,XAGE3
170627,XAGE5
7494,XBP1
6375,XCL1
6846,XCL2
2829,XCR1
7498,XDH
7499,XG
100132596,XGY2
331,XIAP
165904,XIRP1
129446,XIRP2
100874011,XIRP2-AS1
7503,XIST
7504,XK
150165,XKR3
114786,XKR4
389610,XKR5
286046,XKR6
343702,XKR7
55113,XKR8
389668,XKR9
402415,XKRX
9082,XKRY
353515,XKRYP7
100133315,XNDC1N
7507,XPA
7508,XPC
7511,XPNPEP1
7512,XPNPEP2
63929,XPNPEP3
7514,XPO1
64328,XPO4
57510,XPO5
23214,XPO6
23039,XPO7
11260,XPOT
9213,XPR1
7515,XRCC1
7516,XRCC2
7517,XRCC3
7518,XRCC4
7520,XRCC5
2547,XRCC6
442459,XRCC6P5
54464,XRN1
22803,XRN2
143570,XRRA1
152002,XXYLT1
100874528,XXYLT1-AS1
101410543,XXYLT1-AS2
9942,XYLB
64131,XYLT1
64132,XYLT2
57002,YAE1
10138,YAF2
10413,YAP1
8565,YARS1
51067,YARS2
54059,YBEY
4904,YBX1
51087,YBX2
8531,YBX3
440359,YBX3P1
150223,YDJC
55689,YEATS2
8089,YEATS4
7525,YES1
10897,YIF1A
90522,YIF1B
54432,YIPF1
78992,YIPF2
25844,YIPF3
84272,YIPF4
81555,YIPF5
286451,YIPF6
285525,YIPF7
374887,YJEFN3
55702,YJU2
81576,YJU2B
10652,YKT6
56252,YLPM1
10730,YME1L1
55432,YOD1
29799,YPEL1
388403,YPEL2
83719,YPEL3
101928595,YPEL3-DT
219539,YPEL4
51646,YPEL5
79693,YRDC
91746,YTHDC1
64848,YTHDC2
54915,YTHDF1
51441,YTHDF2
253943,YTHDF3
101410533,YTHDF3-DT
7529,YWHAB
7531,YWHAE
649395,YWHAEP1
284100,YWHAEP7
7532,YWHAG
7533,YWHAH
25775,YWHAH-AS1
10971,YWHAQ
7534,YWHAZ
7528,YY1
55249,YY1AP1
647012,YY1P2
404281,YY2
353174,ZACN
7455,ZAN
7535,ZAP70
326340,ZAR1
646799,ZAR1L
79740,ZBBX
9189,ZBED1
113763,ZBED10P
79413,ZBED2
84327,ZBED3
728723,ZBED3-AS1
9889,ZBED4
58486,ZBED5
729013,ZBED5-AS1
100381270,ZBED6
81030,ZBP1
22890,ZBTB1
65986,ZBTB10
27107,ZBTB11
100009676,ZBTB11-AS1
221527,ZBTB12
7541,ZBTB14
7704,ZBTB16
7709,ZBTB17
10472,ZBTB18
57621,ZBTB2
26137,ZBTB20
100131117,ZBTB20-AS1
100874131,ZBTB20-AS4
101929754,ZBTB20-AS5
49854,ZBTB21
9278,ZBTB22
9841,ZBTB24
7597,ZBTB25
57684,ZBTB26
79842,ZBTB3
27033,ZBTB32
10009,ZBTB33
403341,ZBTB34
84614,ZBTB37
253461,ZBTB38
9880,ZBTB39
57659,ZBTB4
9923,ZBTB40
360023,ZBTB41
100128927,ZBTB42
23099,ZBTB43
29068,ZBTB44
84878,ZBTB45
140685,ZBTB46
101928604,ZBTB46-AS1
92999,ZBTB47
101928323,ZBTB47-AS1
3104,ZBTB48
166793,ZBTB49
9925,ZBTB5
10773,ZBTB6
51341,ZBTB7A
51043,ZBTB7B
201501,ZBTB7C
84322,ZBTB7C-AS2
653121,ZBTB8A
728116,ZBTB8B
339487,ZBTB8OS
221504,ZBTB9
51101,ZC2HC1A
153918,ZC2HC1B
79696,ZC2HC1C
84872,ZC3H10
9877,ZC3H11A
441155,ZC3H11C
80149,ZC3H12A
340554,ZC3H12B
85463,ZC3H12C
340152,ZC3H12D
23091,ZC3H13
79882,ZC3H14
55854,ZC3H15
124245,ZC3H18
23144,ZC3H3
23211,ZC3H4
376940,ZC3H6
29066,ZC3H7A
23264,ZC3H7B
84524,ZC3H8
56829,ZC3HAV1
92092,ZC3HAV1L
51530,ZC3HC1
55906,ZC4H2
54819,ZCCHC10
170261,ZCCHC12
389874,ZCCHC13
23174,ZCCHC14
101928737,ZCCHC14-DT
51538,ZCCHC17
644353,ZCCHC18
54877,ZCCHC2
219654,ZCCHC24
85364,ZCCHC3
29063,ZCCHC4
84186,ZCCHC7
55596,ZCCHC8
84240,ZCCHC9
85437,ZCRB1
55063,ZCWPW1
152098,ZCWPW2
57683,ZDBF2
29800,ZDHHC1
79844,ZDHHC11
653082,ZDHHC11B
84885,ZDHHC12
100506100,ZDHHC12-DT
54503,ZDHHC13
79683,ZDHHC14
158866,ZDHHC15
84287,ZDHHC16
23390,ZDHHC17
84243,ZDHHC18
131540,ZDHHC19
253832,ZDHHC20
340481,ZDHHC21
283576,ZDHHC22
254887,ZDHHC23
254359,ZDHHC24
51304,ZDHHC3
55146,ZDHHC4
25921,ZDHHC5
64429,ZDHHC6
55625,ZDHHC7
29801,ZDHHC8
150244,ZDHHC8BP
51114,ZDHHC9
6935,ZEB1
220930,ZEB1-AS1
9839,ZEB2
100303491,ZEB2-AS1
10444,ZER1
79752,ZFAND1
90637,ZFAND2A
101927021,ZFAND2A-DT
130617,ZFAND2B
60685,ZFAND3
93550,ZFAND4
7763,ZFAND5
54469,ZFAND6
441951,ZFAS1
57623,ZFAT
594840,ZFAT-AS1
196441,ZFC3H1
85446,ZFHX2
463,ZFHX3
101927978,ZFHX3-AS1
79776,ZFHX4
100192378,ZFHX4-AS1
162239,ZFP1
57677,ZFP14
80108,ZFP2
140612,ZFP28
101928982,ZFP28-DT
124961,ZFP3
22835,ZFP30
7538,ZFP36
677,ZFP36L1
678,ZFP36L2
7539,ZFP37
286128,ZFP41
132625,ZFP42
346171,ZFP57
643836,ZFP62
55734,ZFP64
339559,ZFP69
65243,ZFP69B
284406,ZFP82
146198,ZFP90
80829,ZFP91
386607,ZFP91-CNTF
139735,ZFP92
7542,ZFPL1
161882,ZFPM1
100128882,ZFPM1-AS1
23414,ZFPM2
102723356,ZFPM2-AS1
51663,ZFR
23217,ZFR2
65998,ZFTA
50626,ZFTRAF1
7543,ZFX
100873922,ZFX-AS1
7544,ZFY
53349,ZFYVE1
9765,ZFYVE16
84936,ZFYVE19
79038,ZFYVE21
23503,ZFYVE26
118813,ZFYVE27
57732,ZFYVE28
9372,ZFYVE9
653808,ZG16
124220,ZG16B
100125288,ZGLP1
84619,ZGPAT
55345,ZGRF1
11244,ZHX1
100533106,ZHX1-C8orf76
22882,ZHX2
23051,ZHX3
7545,ZIC1
7546,ZIC2
7547,ZIC3
84107,ZIC4
85416,ZIC5
284307,ZIK1
23619,ZIM2
101929059,ZIM2-AS1
114026,ZIM3
7586,ZKSCAN1
342357,ZKSCAN2
80317,ZKSCAN3
387032,ZKSCAN4
23660,ZKSCAN5
55888,ZKSCAN7
7745,ZKSCAN8
651302,ZKSCAN8P1
84460,ZMAT1
153527,ZMAT2
64393,ZMAT3
79698,ZMAT4
55954,ZMAT5
57178,ZMIZ1
283050,ZMIZ1-AS1
83637,ZMIZ2
10269,ZMPSTE24
79830,ZMYM1
7750,ZMYM2
9203,ZMYM3
9202,ZMYM4
9205,ZMYM5
9204,ZMYM6
51364,ZMYND10
10771,ZMYND11
84217,ZMYND12
84225,ZMYND15
116225,ZMYND19
23613,ZMYND8
7556,ZNF10
163227,ZNF100
94039,ZNF101
64397,ZNF106
51427,ZNF107
7771,ZNF112
163071,ZNF114
51351,ZNF117
7559,ZNF12
7675,ZNF121
7678,ZNF124
7690,ZNF131
7691,ZNF132
7692,ZNF133
7693,ZNF134
7694,ZNF135
7695,ZNF136
7696,ZNF137P
7697,ZNF138
7561,ZNF14
7699,ZNF140
7700,ZNF141
7701,ZNF142
7702,ZNF143
7705,ZNF146
7707,ZNF148
7710,ZNF154
7711,ZNF155
7712,ZNF157
7564,ZNF16
90338,ZNF160
7718,ZNF165
169841,ZNF169
7565,ZNF17
7727,ZNF174
7728,ZNF175
7730,ZNF177
7566,ZNF18
7733,ZNF180
339318,ZNF181
7569,ZNF182
7738,ZNF184
7739,ZNF185
7743,ZNF189
7567,ZNF19
7748,ZNF195
10168,ZNF197
100874094,ZNF197-AS1
7549,ZNF2
7568,ZNF20
7752,ZNF200
7753,ZNF202
7754,ZNF204P
7755,ZNF205
81854,ZNF205-AS1
7756,ZNF207
7757,ZNF208
10520,ZNF211
7988,ZNF212
7760,ZNF213
100507458,ZNF213-AS1
7761,ZNF214
7762,ZNF215
7764,ZNF217
101927770,ZNF217-AS1
51222,ZNF219
7570,ZNF22
220979,ZNF22-AS1
7638,ZNF221
7673,ZNF222
7766,ZNF223
7767,ZNF224
7768,ZNF225
100379224,ZNF225-AS1
7769,ZNF226
7770,ZNF227
7772,ZNF229
7571,ZNF23
7773,ZNF230
101928063,ZNF230-DT
7775,ZNF232
101928000,ZNF232-AS1
353355,ZNF233
10780,ZNF234
9310,ZNF235
7776,ZNF236
100131655,ZNF236-DT
8187,ZNF239
7572,ZNF24
57209,ZNF248
219749,ZNF25
58500,ZNF250
90987,ZNF251
286101,ZNF252P
286103,ZNF252P-AS1
56242,ZNF253
9534,ZNF254
10172,ZNF256
113835,ZNF257
7574,ZNF26
339324,ZNF260
10127,ZNF263
9422,ZNF264
10781,ZNF266
10308,ZNF267
10795,ZNF268
10778,ZNF271P
10793,ZNF273
10782,ZNF274
10838,ZNF275
92822,ZNF276
11179,ZNF277
7576,ZNF28
129025,ZNF280A
140883,ZNF280B
55609,ZNF280C
54816,ZNF280D
23528,ZNF281
8427,ZNF282
284349,ZNF283
342909,ZNF284
26974,ZNF285
646915,ZNF285CP
57335,ZNF286A
729288,ZNF286B
57336,ZNF287
23036,ZNF292
150142,ZNF295-AS1
162979,ZNF296
7551,ZNF3
90075,ZNF30
102723513,ZNF30-AS1
91975,ZNF300
134466,ZNF300P1
55900,ZNF302
57343,ZNF304
282890,ZNF311
100131017,ZNF316
57693,ZNF317
24149,ZNF318
57567,ZNF319
7580,ZNF32
414197,ZNF32-AS1
414208,ZNF32-AS2
414201,ZNF32-AS3
162967,ZNF320
399669,ZNF321P
79692,ZNF322
25799,ZNF324
388569,ZNF324B
284695,ZNF326
79673,ZNF329
27309,ZNF330
55422,ZNF331
84449,ZNF333
55713,ZNF334
63925,ZNF335
26152,ZNF337
102724826,ZNF337-AS1
7581,ZNF33A
7582,ZNF33B
100419868,ZNF33BP1
80778,ZNF34
84905,ZNF341
101929746,ZNF341-AS1
79175,ZNF343
25850,ZNF345
23567,ZNF346
84671,ZNF347
7584,ZNF35
59348,ZNF350
101669766,ZNF350-AS1
6940,ZNF354A
117608,ZNF354B
30832,ZNF354C
140467,ZNF358
149076,ZNF362
22891,ZNF365
167465,ZNF366
195828,ZNF367
7587,ZNF37A
100129482,ZNF37BP
84911,ZNF382
163087,ZNF383
171017,ZNF384
25946,ZNF385A
151126,ZNF385B
201181,ZNF385C
79750,ZNF385D
100874216,ZNF385D-AS1
100874221,ZNF385D-AS2
346157,ZNF391
84124,ZNF394
55893,ZNF395
252884,ZNF396
84307,ZNF397
57541,ZNF398
342908,ZNF404
55628,ZNF407
400657,ZNF407-AS1
79797,ZNF408
7592,ZNF41
57862,ZNF410
84330,ZNF414
55786,ZNF415
55659,ZNF416
147687,ZNF417
147686,ZNF418
79744,ZNF419
147923,ZNF420
23090,ZNF423
155054,ZNF425
79088,ZNF426
101928238,ZNF426-DT
126299,ZNF428
353088,ZNF429
7594,ZNF43
80264,ZNF430
170959,ZNF431
9668,ZNF432
163059,ZNF433
101928464,ZNF433-AS1
80818,ZNF436
148898,ZNF436-AS1
220929,ZNF438
90594,ZNF439
51710,ZNF44
126070,ZNF440
126068,ZNF441
79973,ZNF442
10224,ZNF443
55311,ZNF444
353274,ZNF445
55663,ZNF446
203523,ZNF449
7596,ZNF45
26036,ZNF451
101927211,ZNF451-AS1
285676,ZNF454
10794,ZNF460
92283,ZNF461
58499,ZNF462
168544,ZNF467
90333,ZNF468
84627,ZNF469
388566,ZNF470
57573,ZNF471
25888,ZNF473
400710,ZNF473CR
133923,ZNF474
100505841,ZNF475
90827,ZNF479
197407,ZNF48
147657,ZNF480
158399,ZNF483
83744,ZNF484
220992,ZNF485
90649,ZNF486
642819,ZNF487
118738,ZNF488
57474,ZNF490
126069,ZNF491
57615,ZNF492
284443,ZNF493
84838,ZNF496
162968,ZNF497
26048,ZNF500
115560,ZNF501
91392,ZNF502
84858,ZNF503
253264,ZNF503-AS1
100131213,ZNF503-AS2
440515,ZNF506
22847,ZNF507
22869,ZNF510
118472,ZNF511
84450,ZNF512
57473,ZNF512B
130557,ZNF513
84874,ZNF514
9658,ZNF516
101927989,ZNF516-AS1
400658,ZNF516-DT
340385,ZNF517
9849,ZNF518A
85460,ZNF518B
162655,ZNF519
25925,ZNF521
147807,ZNF524
170958,ZNF525
116115,ZNF526
84503,ZNF527
84436,ZNF528
102724105,ZNF528-AS1
57711,ZNF529
101927599,ZNF529-AS1
348327,ZNF530
55205,ZNF532
147658,ZNF534
9745,ZNF536
163255,ZNF540
84215,ZNF541
147947,ZNF542P
125919,ZNF543
27300,ZNF544
339327,ZNF546
284306,ZNF547
147694,ZNF548
256051,ZNF549
162972,ZNF550
90233,ZNF551
79818,ZNF552
115196,ZNF554
148254,ZNF555
80032,ZNF556
79230,ZNF557
148156,ZNF558
84527,ZNF559
100529215,ZNF559-ZNF177
147741,ZNF560
93134,ZNF561
284385,ZNF561-AS1
54811,ZNF562
147837,ZNF563
163050,ZNF564
147929,ZNF565
84924,ZNF566
728752,ZNF566-AS1
163081,ZNF567
101927621,ZNF567-DT
374900,ZNF568
148266,ZNF569
126295,ZNF57
148268,ZNF570
51276,ZNF571
100507433,ZNF571-AS1
137209,ZNF572
126231,ZNF573
64763,ZNF574
284346,ZNF575
79177,ZNF576
84765,ZNF577
147660,ZNF578
163033,ZNF579
51157,ZNF580
51545,ZNF581
147948,ZNF582
386758,ZNF582-DT
147949,ZNF583
201514,ZNF584
199704,ZNF585A
92285,ZNF585B
54807,ZNF586
84914,ZNF587
100293516,ZNF587B
51385,ZNF589
9640,ZNF592
51042,ZNF593
84622,ZNF594
100130950,ZNF594-DT
152687,ZNF595
169270,ZNF596
146434,ZNF597
90850,ZNF598
148103,ZNF599
162966,ZNF600
100289635,ZNF605
80095,ZNF606
100128398,ZNF606-AS1
84775,ZNF607
57507,ZNF608
23060,ZNF609
162963,ZNF610
81856,ZNF611
79898,ZNF613
80110,ZNF614
284370,ZNF615
90317,ZNF616
114991,ZNF618
285267,ZNF619
253639,ZNF620
285268,ZNF621
90441,ZNF622
9831,ZNF623
57547,ZNF624
90589,ZNF625
100529855,ZNF625-ZNF20
199777,ZNF626
199692,ZNF627
89887,ZNF628
23361,ZNF629
57232,ZNF630
100874120,ZNF630-AS1
27332,ZNF638
51193,ZNF639
121274,ZNF641
84146,ZNF644
9726,ZNF646
127665,ZNF648
65251,ZNF649
101928571,ZNF649-AS1
22834,ZNF652
102724596,ZNF652-AS1
115950,ZNF653
55279,ZNF654
79027,ZNF655
26149,ZNF658
401509,ZNF658B
285349,ZNF660
389114,ZNF662
100130934,ZNF663P
144348,ZNF664
100533183,ZNF664-RFLNA
79788,ZNF665
63934,ZNF667
100128252,ZNF667-AS1
79759,ZNF668
79862,ZNF669
93474,ZNF670
100533111,ZNF670-ZNF695
79891,ZNF671
79894,ZNF672
641339,ZNF674
401588,ZNF674-AS1
171392,ZNF675
163223,ZNF676
342926,ZNF677
339500,ZNF678
168417,ZNF679
340252,ZNF680
148213,ZNF681
91120,ZNF682
257101,ZNF683
127396,ZNF684
57592,ZNF687
100507670,ZNF687-AS1
146542,ZNF688
115509,ZNF689
7620,ZNF69
51058,ZNF691
55657,ZNF692
57116,ZNF695
79943,ZNF696
90874,ZNF697
374879,ZNF699
7553,ZNF7
7621,ZNF70
90592,ZNF700
55762,ZNF701
79986,ZNF702P
80139,ZNF703
619279,ZNF704
440077,ZNF705A
100132396,ZNF705B
728957,ZNF705D
100131539,ZNF705EP
100131980,ZNF705G
51123,ZNF706
286075,ZNF707
7562,ZNF708
163051,ZNF709
58491,ZNF71
374655,ZNF710
7552,ZNF711
349075,ZNF713
148206,ZNF714
441234,ZNF716
100131827,ZNF717
255403,ZNF718
170960,ZNF721
440519,ZNF724
730087,ZNF726
442319,ZNF727
388523,ZNF728
100287226,ZNF729
100129543,ZNF730
654254,ZNF732
643955,ZNF733P
730291,ZNF735
728927,ZNF736
100129842,ZNF737
148203,ZNF738
7625,ZNF74
283337,ZNF740
155061,ZNF746
65988,ZNF747
388567,ZNF749
79755,ZNF750
7627,ZNF75A
7626,ZNF75D
7629,ZNF76
388561,ZNF761
284390,ZNF763
92595,ZNF764
91661,ZNF765
90321,ZNF766
79970,ZNF767P
79724,ZNF768
58492,ZNF77
54989,ZNF770
51333,ZNF771
400720,ZNF772
374928,ZNF773
342132,ZNF774
285971,ZNF775
284309,ZNF776
27153,ZNF777
197320,ZNF778
284323,ZNF780A
163131,ZNF780B
163115,ZNF781
158431,ZNF782
100289678,ZNF783
147808,ZNF784
146540,ZNF785
136051,ZNF786
126208,ZNF787
388507,ZNF788P
285989,ZNF789
7633,ZNF79
388536,ZNF790
284408,ZNF790-AS1
163049,ZNF791
126375,ZNF792
390927,ZNF793
101927720,ZNF793-AS1
90576,ZNF799
7554,ZNF8
7634,ZNF80
168850,ZNF800
